ATPT_OFCDC_SC_CODE,ATPT_OFCDC_SC_NM,ADMST_ZONE_NM,ACA_INSTI_SC_NM,ACA_ASNUM,ACA_NM,ESTBL_YMD,REG_YMD,REG_STTUS_NM,CAA_BEGIN_YMD,CAA_END_YMD,TOFOR_SMTOT,DTM_RCPTN_ABLTY_NMPR_SMTOT,REALM_SC_NM,LE_ORD_NM,LE_CRSE_LIST_NM,LE_CRSE_NM,PSNBY_THCC_CNTNT,THCC_OTHBC_YN,BRHS_ACA_YN,FA_RDNMA,FA_RDNDA,FA_RDNZC,FA_TELNO,LOAD_DTM
J10,경기도교육청,고양시,교습소,3000025407,메이크코딩교습소,20150528,20150528,개원,        ,99991231,20,5,기타(대),기타(중),코딩영재반,기타(소),"코딩영재반:330000, 코딩심화반:220000, 코딩입문반:180000, 코딩특강반:250000",Y,N,경기도 고양시 일산동구 강송로 170,", 현대프라자 502호일부 (마두동)",410811,031-907-9984,20231018
J10,경기도교육청,고양시,교습소,22024,엔터컴퓨터교습소,20060405,20060405,개원,        ,99991231,63,9,기타(대),기타(중),초중고 프로젝트 1,컴퓨터(소),"초중고 프로젝트 1:150000, 중등프로젝트1:150000, 고등프로젝트:160000, 자격증:160000, 초중고 프로젝트 2:80000, 중등프로젝트2:80000, 코딩:160000",Y,N,경기도 고양시 일산동구 일산로 213 ,두성코아빌딩 301호  (마두동),410810,031-813-0337,20250105
J10,경기도교육청,고양시,교습소,3000038847,오늘부터코딩정보교습소,20181206,20181206,개원,        ,99991231,32,8,정보,정보,IT융합,정보교과,"IT융합:55000, IT융합:110000, IT융합:160000, IT융합:200000",Y,N,경기도 고양시 일산동구 위시티4로 46,", 206호일부 (식사동, 위시티일산자이2단지아파트)",10322,null,20251214
J10,경기도교육청,고양시,교습소,3000033585,지윤랩컴퓨터교습소,20170710,20170710,개원,        ,99991231,36,7,기타(대),기타(중),대학진학반,컴퓨터(소),"대학진학반:583200, 프로그램코딩반1:324000, 프로그램반2:194400, 컴퓨터자격증반1:324000, 컴퓨터자격증반2:194400, 성인컴퓨터자격증반:324000",Y,N,경기도 고양시 덕양구 꽃마을로 66,1420호(향동동),10546,,20231018
J10,경기도교육청,고양시,교습소,3000076029,지코딩컴퓨터교습소,20250929,20250929,개원,        ,        ,0,9,정보,,,, ,Y, ,경기도 고양시 덕양구 으뜸로 124,"807호(덕은동, 드림코어)",10544,,20251019
J10,경기도교육청,고양시,교습소,3000054805,코딩하루코딩교습소,20230329,20230329,개원,        ,99991231,42,7,정보,정보,코딩기초,정보교과,"코딩기초:150000, 코딩초급:170000, 코딩고급:200000, 코딩심화:280000, 일일특강:40000",Y,N,경기도 고양시 일산서구 후곡로 12,", 202호(일산동, 후곡마을 상가동)",10375,,20241201
J10,경기도교육청,고양시,교습소,3000072016,탄현클릭컴퓨터교습소,20240927,20240927,개원,        ,        ,0,8,기타(대),,,, ,Y, ,경기도 고양시 일산서구 탄현로 74,202호(탄현동),10249,,20240929
J10,경기도교육청,고양시,학원,3000045264,SBS아카데미게임학원,20201020,20201020,개원,        ,99991231,981,91,직업기술,컴퓨터,게임,게임, ,Y,N,경기도 고양시 일산동구 정발산로 23,", 401호 (장항동, 호수빌딩)",10402,031-811-8551,20251123
J10,경기도교육청,고양시,학원,3000045265,SBS아카데미컴퓨터아트학원,20201020,20201020,개원,        ,99991231,1738,155,종합(대),,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",, ,Y,N,경기도 고양시 일산동구 정발산로 23,", 402호 (장항동, 호수빌딩)",10402,031-811-8550,20260412
J10,경기도교육청,고양시,학원,3000055544,김세융의인터넷레슨학원(원격),20230613,20230613,개원,        ,99991231,10,99,직업기술,컴퓨터,,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)", ,Y,N,경기도 고양시 일산동구 고일로 132-1,", 2층 일부 (풍동)",10308,,20231018
J10,경기도교육청,고양시,학원,3000025324,더조은컴퓨터아트학원,20150511,20150511,개원,        ,99991231,940,230,종합(대),,"디자인,전산회계,직업상담,컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",, ,Y,N,경기도 고양시 일산동구 중앙로1275번길 38-10,", 201호 (장항동, 우림로데오스위트)",10401,031-902-1777,20250302
J10,경기도교육청,고양시,학원,3000027314,독립문컴퓨터학원,20151210,20151210,개원,        ,99991231,215,40,직업기술,컴퓨터,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어),","컴퓨터(정보처리,통신기기,인터넷,소프트웨어)", ,Y,N,경기도 고양시 일산동구 중산로 105,", 현해프라자 506호 (중산동)",10355,031-977-0316,20231018
J10,경기도교육청,고양시,학원,3000043183,두잉창의코딩학원,20200116,20200115,개원,        ,99991231,56,42,정보,정보,정보교과,정보교과, ,Y,N,경기도 고양시 덕양구 화중로 32-21,", 4층일부(402호) (화정동, 테마파크)",10503,null,20251012
J10,경기도교육청,고양시,학원,3000010409,디랩코딩고양화정학원,20110325,20110325,개원,        ,99991231,0,64,정보,기타(중),,기타(소), ,Y,N,경기도 고양시 덕양구 화중로104번길 8,", 403호 (화정동,장원프라자)",412827,031-962-1991,20250413
J10,경기도교육청,고양시,학원,38491,레브아트컴퓨터학원,20091105,20091106,개원,        ,99991231,660,160,종합(대),,"전산회계,컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",, ,Y,N,경기도 고양시 일산동구 중앙로 1200,", 삼희골드프라자 901호 ",410811,031-901-6777,20240407
J10,경기도교육청,고양시,학원,3000039217,로봇앤코딩아카데미학원,20190103,20190103,개원,        ,99991231,90,40,기타(대),기타(중),컴퓨터(소),컴퓨터(소), ,Y,N,경기도 고양시 덕양구 권율대로 901,", 404호 (신원동, 신원캐슬2)",10568,,20250413
J10,경기도교육청,고양시,학원,3000019678,마스터코딩학원,20131014,20131014,개원,        ,99991231,312,43,기타(대),기타(중),"컴퓨터(소),",컴퓨터(소), ,Y,N,경기도 고양시 덕양구 중앙로 439,", 서정프라자 305호 (행신동)",10532,031-979-0525,20231018
J10,경기도교육청,고양시,학원,11148,명문소프트웨어학원,20040702,20040702,개원,        ,99991231,8,54,기타(대),기타(중),,컴퓨터(소), ,Y,N,경기도 고양시 일산동구 일산로 453,  신대성상가 302호 (정발산동),410829,031-912-2398,20231018
J10,경기도교육청,고양시,학원,3000063648,미래아이코딩학원,20231206,20231206,개원,        ,        ,43,43,정보,,,, ,Y, ,경기도 고양시 일산서구 대산로 128,302호(주엽동),10375,010-3867-8242,20231217
J10,경기도교육청,고양시,학원,123264,벽제중앙컴퓨터학원,19900727,19900727,개원,        ,99991231,100,85,직업기술,컴퓨터,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)","컴퓨터(정보처리,통신기기,인터넷,소프트웨어)", ,Y,N,경기도 고양시 덕양구 통일로780번길 16,", 4층 402호, 403호 (관산동, 태인프라자)",10286,031-962-3841,20240929
J10,경기도교육청,고양시,학원,3000046005,서울게임아카데미일산학원,20210127,20210127,개원,        ,99991231,600,79,직업기술,컴퓨터,게임,게임, ,Y,N,경기도 고양시 일산동구 일산로 232,", 4층 일부 (마두동, 학원)",10417,031-902-8253,20250420
J10,경기도교육청,고양시,학원,3000037396,솔로몬코딩학원,20180612,20180612,개원,        ,99991231,12,41,기타(대),기타(중),,컴퓨터(소), ,Y,N,경기도 고양시 덕양구 화중로 60,", 406호 (화정동, 화정빌딩)",10500,,20231018
J10,경기도교육청,고양시,학원,3000034608,스페이스수학학원,20171024,20171024,개원,        ,99991231,192,44,기타(대),기타(중),,컴퓨터(소), ,Y,N,경기도 고양시 일산동구 일산로 219,", 201호 (마두동)",10416,,20250608
J10,경기도교육청,고양시,학원,3000041608,씨브레인코딩에듀학원,20190827,20190827,개원,        ,99991231,198,0,직업기술,기타(중),,컴퓨터(소), ,Y,N,경기도 고양시 일산동구 위시티2로 43-16,", 2층 전체 (식사동,대아타운)",10323,,20240421
J10,경기도교육청,고양시,학원,3000049115,씨브레인코딩에듀후곡캠퍼스학원,20211125,20211125,개원,        ,99991231,1,66,정보,정보,정보,정보, ,Y,N,경기도 고양시 일산서구 일산로 549,", 501호 일부 (일산동, 오리온프라자)",10375,,20250427
J10,경기도교육청,고양시,학원,3000036299,아이씨에이일반고특화컴퓨터학원,20180221,20180221,개원,        ,99991231,320,113,직업기술,컴퓨터,,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)", ,Y,N,경기도 고양시 일산동구 중앙로 1068,", 2층일부 (백석동, 리더스프라자)",10447,,20250330
J10,경기도교육청,고양시,학원,31981,아트로봇코딩학원,20080711,20080711,개원,        ,99991231,49,41,기타(대),기타(중),"로봇,",로봇, ,Y,N,경기도 고양시 일산서구 일산로 535,", 402호 일부 (일산동)",411827,031-905-7783,20251012
J10,경기도교육청,고양시,학원,3000076900,에디코딩학원,20251224,20251224,개원,        ,        ,0,60,정보,정보,정보교과,정보교과, ,Y, ,경기도 고양시 일산서구 일산로 576,"202호(일산동, 대성프라자)",10374,,20260201
J10,경기도교육청,고양시,학원,3000072302,에이스코딩학원,20241030,20241030,개원,        ,        ,0,0,정보,정보,정보교과,정보교과, ,Y, ,경기도 고양시 덕양구 향기로 148,101호(향동동),10546,010-2469-5531,20250202
J10,경기도교육청,고양시,학원,3000036103,엠비씨(MBC)아카데미컴퓨터학원,20170613,20170613,개원,        ,99991231,1130,238,종합(대),,"전산회계,컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",, ,Y,N,경기도 고양시 일산동구 중앙로 1193,", 702호, 901호, 902호 (장항동, 마두법조빌딩)",10414,,20260308
J10,경기도교육청,고양시,학원,11488,이페아트컴퓨터그래픽학원,20040920,20040920,개원,        ,99991231,476,43,직업기술,컴퓨터,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어),","컴퓨터(정보처리,통신기기,인터넷,소프트웨어)", ,Y,N,경기도 고양시 일산서구 중앙로 1565,", 메드위즈빌딩 1002-1호,1003호일부 (대화동)",10381,031-924-1444,20231018
J10,경기도교육청,고양시,학원,3000037397,큐랩코딩학원,20180625,20180625,개원,        ,99991231,30,49,기타(대),기타(중),컴퓨터(소),컴퓨터(소), ,Y,N,경기도 고양시 덕양구 충경로 38,", 403호 (행신동, 진일프라자)",10523,null,20240128
J10,경기도교육청,고양시,학원,3000062604,클릭컴퓨터학원,20231110,20231110,개원,        ,        ,0,44,직업기술,,,, ,Y,N,경기도 고양시 일산서구 일산로 593,"401호, 404호(일산동)",10371,031-994-4115,20231112
J10,경기도교육청,고양시,학원,3000040042,플레이소프트삼송센터영재코딩학원,20190315,20190315,개원,        ,99991231,50,40,기타(대),기타(중),"컴퓨터(소),",컴퓨터(소), ,Y,N,경기도 고양시 덕양구 신원로 32,", 601호 (신원동, 미래메디컬빌딩)",10568,,20231018
J10,경기도교육청,고양시,학원,3000032766,하이미디어컴퓨터디자인학원,20170530,20170413,개원,        ,99991231,2943,250,종합(대),,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",, ,Y,N,경기도 고양시 일산동구 정발산로 43-20,", 407호, 505-1호 (장항동, 센트럴프라자)",10402,,20240818
J10,경기도교육청,고양시,학원,3000045869,한국아파트경리회계학원,20210111,20210111,개원,        ,99991231,432,102,종합(대),,"전산회계,컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",, ,Y,N,경기도 고양시 일산서구 주화로 88,", 601호 (주엽동, 효림빌딩)",10387,,20260201
J10,경기도교육청,고양시,학원,123310,한빛컴퓨터학원,19990710,19990710,개원,        ,99991231,80,150,기타(대),기타(중),컴퓨터(소),컴퓨터(소), ,Y,N,경기도 고양시 덕양구 중앙로 560,", 화성프라자702호,703호(행신동) ",412836,031-978-6344,20240303
J10,경기도교육청,과천시,교습소,3000038973,블럭앤가베코딩교습소,20181217,20181217,개원,        ,99991231,20,4,기타(대),기타(중),브릭큐에센셜,기타(소),"브릭큐에센셜:160000, 스팀레고블럭:160000, 스파이크에센셜:180000, 브릭큐프라임:200000, 스파이크프라임임:200000, 놀이가베:160000, 스페셜코딩:260000",Y,N,경기도 과천시 별양상가1로 37,(별양동)203호 ,13837,010-6234-0028,20250817
J10,경기도교육청,과천시,교습소,3000064105,온리컴컴퓨터교습소,20240109,20240109,개원,        ,        ,0,8,정보,정보,초급 A,정보,"초급 A:100000, 중급 B:180000, 초급 B:130000, 중급 A:150000, 고급 A:240000, 고급 B:270000, 마스터:360000, 기초:70000",Y,N,경기도 과천시 별양로 28,(원문동) 4076호,13835,010-3421-2248,20260201
J10,경기도교육청,과천시,학원,3000067867,과천디랩코딩학원,20240214,20240214,개원,        ,        ,0,64,정보,정보,정보,정보, ,Y,N,경기도 과천시 별양로 28,"(원문동) 4003-4, 4003-5, 4003-6",13835,02-6925-3757,20250309
J10,경기도교육청,광명시,교습소,3000073328,코딩하루광명일직센터코딩교습소,20250203,20250203,개원,        ,        ,0,7,정보,정보,Robot Scratch junior(Level1),정보,"Robot Scratch junior(Level1):120000, Robot Scratch junior(Level2):120000, Robot Entry(Level3):140000, Scratch:150000, Ai/Algorism Scratch:160000, Rython:180000",Y, ,경기도 광명시 신기로 21,", 대호엠스퀘어 808호(일직동)",14344,,20250309
J10,경기도교육청,광명시,학원,31254,신명디자인컴퓨터학원,20080619,20080619,개원,        ,99991231,330,72,직업기술,컴퓨터,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)","컴퓨터(정보처리,통신기기,인터넷,소프트웨어)", ,Y,N,경기도 광명시 오리로 947,", 인터스프라자 7층 (광명동)",14263,02-2613-8090,20260201
J10,경기도교육청,광명시,학원,3000048952,이룸IT컴퓨터학원,20211130,20211130,개원,        ,99991231,192,71,정보,정보,정보교과,정보교과, ,Y,N,경기도 광명시 범안로 1035,", 301호 (하안동, 송화빌딩)",14248,010-9756-4750,20250316
J10,경기도교육청,광명시,학원,120870,헬로소프트광명코딩학원,19991012,19991012,개원,        ,99991231,24,106,종합(대),,정보교과,, ,N,N,경기도 광명시 하안로288번길 8,우성빌딩 3층(하안동),14306,,20250420
J10,경기도교육청,광주시,교습소,3000075942,씨아이씨로봇코딩교습소,20250915,20250915,개원,        ,        ,0,7,정보,정보,기초기계,정보,"기초기계:120000, 구조공학:135000, 초급로봇코딩:140000, 중급로봇코딩:160000, 로봇공학:175000, 고급로봇공학:180000",Y, ,경기도 광주시 태전중앙1길 5,", 퍼스트센트힐 1동 603호(태전동)",12788,,20260412
J10,경기도교육청,광주시,교습소,3000075844,코딩크루컴퓨터교습소,20250903,20250903,개원,        ,        ,0,6,정보,정보,"정보올림피아드대비(초,중,고)",정보,"정보올림피아드대비(초,중,고):220000, 유니티프로젝트(초,중,고):220000, 웹개발프로젝트(초,중,고):220000, 입시대비(중,고):220000, 블럭코딩(초):220000, 파이썬기초(초중고):220000, C언어기초(초중고):220000, 웹기초(초중고):220000, 파이썬심화(초중고):220000, C++심화(초중고):220000, JAVA심화(초중고):220000, IT자격증대비(초중고):220000",Y, ,경기도 광주시 태전중앙1길 5,", 퍼스트센트힐 1동 206호(태전동)",12788,,20250907
J10,경기도교육청,광주시,학원,3000074375,더오름컴퓨터학원,20250521,20250521,개원,        ,        ,0,59,직업기술,컴퓨터,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)","컴퓨터(정보처리,통신기기,인터넷,소프트웨어)", ,Y, ,경기도 광주시 중앙로 95-5,", B동 8층 일부(역동)",12759,,20250601
J10,경기도교육청,광주시,학원,129103,미래컴퓨터학원,19931027,19931027,개원,        ,99991231,10,100,기타(대),기타(중),,컴퓨터(소), ,Y,N,경기도 광주시 곤지암읍 경충대로 633,", 4층(곤지암읍, 미봉빌딩)",12804,031-762-3747,20250105
J10,경기도교육청,광주시,학원,3000036706,잠자리컴퓨터학원,20180423,20180423,개원,        ,99991231,765,77,기타(대),기타(중),"정보처리,컴퓨터(소)",컴퓨터(소), ,Y,N,경기도 광주시 경안안길 65,", 3층 (경안동)",12755,031-763-0611,20250601
J10,경기도교육청,광주시,학원,128972,중앙컴퓨터전산회계학원,19890328,19890328,개원,        ,99991231,420,84,기타(대),기타(중),기타(소),기타(소), ,Y,N,경기도 광주시 중앙로145번길 23,", 2층 (경안동, 용궁빌딩)",12755,031-764-5456,20241222
J10,경기도교육청,구리시,학원,3000049843,갈매IT컴퓨터아트학원,20220210,20220204,개원,        ,99991231,460,55,종합(대),,"산업서비스,컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",, ,Y,N,경기도 구리시 갈매중앙로 89-10,", 501호 (갈매동)",11901,null,20250330
J10,경기도교육청,구리시,학원,125886,내외컴퓨터학원,20000608,20000608,개원,        ,99991231,580,58,기타(대),기타(중),"컴퓨터(소),",컴퓨터(소), ,Y,N,경기도 구리시 건원대로 41,", 3층 (인창동)",11918,031-565-5040,20231018
J10,경기도교육청,구리시,학원,3000034828,리치컴퓨터학원,20171117,20171117,개원,        ,99991231,90,30,기타(대),기타(중),"컴퓨터(소),",컴퓨터(소), ,Y,N,경기도 구리시 체육관로80번길 32,", 502호, 505호 (수택동)",11940,031-565-7755,20231018
J10,경기도교육청,구리시,학원,3000072164,우리컴퓨터아카데미학원,20241021,20241021,개원,        ,        ,0,42,직업기술,컴퓨터,컴퓨터,컴퓨터, ,Y,N,경기도 구리시 건원대로 36,406호(인창동),11921,,20241215
J10,경기도교육청,구리시,학원,3000027823,케이디(KD)아카데미컴퓨터학원,20160204,20160204,개원,        ,99991231,0,239,종합(대),,전산회계,, ,Y,N,경기도 구리시 건원대로 44,", 404,407,408,409호 (인창동, 태영빌딩)",11921,031-555-4449,20250420
J10,경기도교육청,구리시,학원,3000034036,하이미디어컴퓨터학원,20170825,20170825,개원,        ,99991231,2015,100,종합(대),,"전산회계,컴퓨터",, ,Y,N,경기도 구리시 건원대로 44,", 305~308호 (인창동, 태영빌딩)",11921,031-567-0003,20260208
J10,경기도교육청,군포시,교습소,3000036384,로보링크코딩교습소,20180322,20180322,개원,        ,99991231,54,9,기타(대),기타(중),"코딩입문(스크래치,로봇)",소프트웨어,"코딩입문(스크래치,로봇):100000, 코딩기초(스크래치,로봇):120000, 코딩초급(스크래치,로봇,드론):150000, 코딩중급(스크래치,로봇,드론):170000, 스크래치(초등):60000, 스크래치(중등):80000",Y,N,경기도 군포시 용호2로 61,", 304호 (당동, 무광프라자)",15875,null,20240609
J10,경기도교육청,군포시,교습소,3000029553,생각하는영재코딩컴퓨터교습소,20160713,20160713,개원,        ,99991231,32,8,기타(대),기타(중),프로그래밍(초중등)(1회반),컴퓨터(소),"프로그래밍(초중등)(1회반):130000, 프로그래밍(초중등)(2회반):200000, 프로그래밍(고등):200000, 프로그래밍(대학생일반):220000",Y,N,경기도 군포시 산본로323번길 10-18,", 백운빌딩 404호일부 (산본동)",15865,null,20240929
J10,경기도교육청,군포시,학원,19126,드림컴퓨터학원,20051021,20051021,개원,        ,99991231,60,20,직업기술,기타(중),,컴퓨터(소), ,Y,N,경기도 군포시 광정로 60,우주타운 405호,435040,031-394-8500,20251123
J10,경기도교육청,군포시,학원,125372,서울정보처리학원,19960429,19960429,개원,        ,99991231,150,140,종합(대),,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",, ,Y,N,경기도 군포시 광정로 70,", 701~706호 (산본동, 유공빌딩)",15865,031-397-9991,20260426
J10,경기도교육청,군포시,학원,37572,에이아이(AI)컴퓨터학원,20090928,20090928,개원,        ,99991231,146,30,직업기술,컴퓨터,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어),","컴퓨터(정보처리,통신기기,인터넷,소프트웨어)", ,Y,N,경기도 군포시 공단로 300,", 2층 일부 (금정동)",15809,031-429-9757,20231018
J10,경기도교육청,군포시,학원,3000068071,케이로보틱스코딩학원,20240304,20240304,개원,        ,        ,0,16,기타(대),기타(중),기타(중),기타(중), ,Y,N,경기도 군포시 산본로 394,(산본동) 6층 603호(대림프라자),15818,031-397-3107,20250601
J10,경기도교육청,군포시,학원,3000042265,코딩앤플레이군포학원,20191107,20191107,개원,        ,99991231,105,30,기타(대),기타(중),컴퓨터(소),컴퓨터(소), ,Y,N,경기도 군포시 고산로 251,", 401호 (당동, 용호프라자)",15875,null,20241215
J10,경기도교육청,김포시,교습소,3000068488,로봇코딩교습소,20240329,20240329,개원,        ,        ,0,0,기타(대),,,, ,Y, ,경기도 김포시 김포한강9로 116,"상가B동 106호 (구래동,한강신도시 반도유보라5차)",10071,,20240407
J10,경기도교육청,김포시,교습소,3000046541,에듀컴퓨터교습소,20210325,20210325,개원,        ,99991231,14,54,정보,정보,,정보교과, ,Y,N,경기도 김포시 김포한강2로 262,", 2층 (장기동, 훼밀리 플라자)",10082,,20231018
J10,경기도교육청,김포시,학원,3000035211,E-코딩학원,20171213,20171213,개원,        ,99991231,48,65,기타(대),기타(중),"컴퓨터(소),",컴퓨터(소), ,Y,N,경기도 김포시 풍무1로 65-1,", 304호 (풍무동, 풍무씨티프라자)",10113,,20231018
J10,경기도교육청,김포시,학원,3000042377,KD아카데미컴퓨터학원,20191115,20191115,개원,        ,99991231,1118,213,직업기술,컴퓨터,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)","컴퓨터(정보처리,통신기기,인터넷,소프트웨어)", ,Y,N,경기도 김포시 김포한강4로 125,", 802호~803호,1001호~1003호 (장기동, 월드타워)",10083,031-998-7599,20260412
J10,경기도교육청,김포시,학원,3000047050,두잉창의코딩김포학원,20210524,20210524,개원,        ,99991231,70,60,기타(대),기타(중),"컴퓨터(소),",컴퓨터(소), ,Y,N,경기도 김포시 풍무로68번길 44,", 202호 (풍무동, 골든프라자2)",10120,,20250112
J10,경기도교육청,김포시,학원,3000049092,머스트컴퓨터학원,20211208,20211208,개원,        ,99991231,30,62,기타(대),기타(중),"컴퓨터(소),",컴퓨터(소), ,Y,N,경기도 김포시 김포한강1로 230,", 김포운양역 현대센트럴스퀘어 402호 (운양동)",10078,,20231018
J10,경기도교육청,김포시,학원,33251,메타컴퓨터코딩학원,20081204,20081204,개원,        ,99991231,60,62,기타(대),기타(중),"컴퓨터(소),",컴퓨터(소), ,Y,N,경기도 김포시 풍무로 166,", 601호 (풍무동)",10113,031-981-7159,20250518
J10,경기도교육청,김포시,학원,3000036552,명품수학의힘영어의힘학원,20180404,20180404,개원,        ,99991231,0,0,종합(대),,"보습,컴퓨터(소),",, ,Y,N,경기도 김포시 김포한강1로 57,", 901호 (장기동, MJ프라자)",10083,031-9879-911,20260201
J10,경기도교육청,김포시,학원,29675,웅지컴퓨터전산회계학원,20041224,20041224,개원,        ,99991231,261,100,종합(대),,"전산회계,컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",, ,Y,N,경기도 김포시 북변중로68번길 16-13,", 4층 (북변동, 백운빌딩)",10098,031-984-2918,20240804
J10,경기도교육청,김포시,학원,3000049655,이지코딩학원,20220107,20220104,개원,        ,99991231,28,65,기타(대),기타(중),,컴퓨터(소), ,Y,N,경기도 김포시 고촌읍 수기로 109,", 캐슬힐406호 (고촌읍)",10130,,20250112
J10,경기도교육청,김포시,학원,3000076366,지오컴퓨터학원,20251106,20251106,개원,        ,        ,40,40,기타(대),,,, ,Y, ,경기도 김포시 김포한강4로 507,"604호(구래동, M스퀘어)",10071,,20251109
J10,경기도교육청,김포시,학원,3000073663,참컴퓨터학원,20250227,20250227,개원,        ,        ,46,46,기타(대),기타(중),기타(중),기타(중), ,Y, ,경기도 김포시 사우중로 92,", 403호(사우동)",10111,,20250323
J10,경기도교육청,김포시,학원,3000076645,하이미디어컴퓨터학원,20251127,20251127,개원,        ,        ,128,128,직업기술,컴퓨터,컴퓨터,컴퓨터, ,Y, ,경기도 김포시 사우중로 48,", 702호(사우동, 드림월드프라자)(사우동)",10110,,20251207
J10,경기도교육청,남양주시,교습소,3000072204,다산아이티(IT)컴퓨터교습소,20241023,20241023,개원,        ,        ,0,0,정보,,,, ,Y, ,경기도 남양주시 다산중앙로 117,805호(다산동),12248,,20241103
J10,경기도교육청,남양주시,교습소,3000074600,다아트컴퓨터교습소,20250619,20250619,개원,        ,        ,0,7,정보,정보,그래픽자격증_A_1,정보,"그래픽자격증_A_1:60000, 그래픽자격증_A_2:120000, 그래픽자격증_A_3:180000, 그래픽자격증_A_4:240000, 기초, OA자격증_A_1:60000, 기초, OA자격증_A_2:120000, 기초, OA자격증_A_3:180000, 기초, OA자격증_A_4:240000, 기초, OA자격증_B_1:80000, 기초, OA자격증_B_2:160000, 기초, OA자격증_B_3:240000, 기초, OA자격증_B_4:320000, 기초, OA자격증_C_1:110000, 기초, OA자격증_C_2:220000, 기초, OA자격증_C_3:330000, 기초, OA자격증_C_4:440000, 그래픽자격증_B_1:80000, 그래픽자격증_B_2:160000, 그래픽자격증_B_3:240000, 그래픽자격증_B_4:320000, 그래픽자격증_C_1:110000, 그래픽자격증_C_2:220000, 그래픽자격증_C_3:330000, 그래픽자격증_C_4:440000",Y, ,경기도 남양주시 오남읍 진건오남로 516-53,201호(신일해피트리아파트),12050,,20250831
J10,경기도교육청,남양주시,교습소,3000077724,디딤돌컴퓨터교습소,20260309,20260309,개원,        ,        ,0,9,정보,,,, ,Y, ,경기도 남양주시 퇴계원읍 퇴계원로6번길 13,", 2층 일부",12122,,20260405
J10,경기도교육청,남양주시,교습소,3000050341,미래엔컴퓨터아트미술교습소,20220310,20220310,개원,        ,99991231,41,8,예능(대),예능(중),미술,음악,"미술:56000, 미술:180000, 미술:280000, 중등미술:380000, 미술샘플수업:30000",Y,N,경기도 남양주시 다산순환로 424,(다산동) 505호 ,12285,,20240303
J10,경기도교육청,남양주시,교습소,3000072926,밀레넷컴퓨터교습소,20241226,20241226,개원,        ,        ,0,5,기타(대),기타(중),컴퓨터,컴퓨터(소),컴퓨터:176000,Y, ,경기도 남양주시 진건읍 진건오남로86번길 17,"102호 전체, 103호 일부 ",12134,,20250323
J10,경기도교육청,남양주시,교습소,3000051475,아이리더스쿨코딩교습소,20220622,20220622,개원,        ,99991231,4,4,정보,정보,초등코딩,정보교과,초등코딩:75000,Y,N,경기도 남양주시 별내3로 26,", 205호 (별내동, 우미린아파트)",12110,,20231018
J10,경기도교육청,남양주시,교습소,3000045701,언더아이디어코딩에듀컴퓨터교습소,20201222,20201222,개원,        ,99991231,36,9,기타(대),기타(중),프로그래밍A1,기타(소),"프로그래밍A1:100000, 프로그래밍B1:120000, 프로그래밍C1:160000, 프로그래밍A2:200000, 프로그래밍B2:240000, 프로그래밍C2:320000",Y,N,경기도 남양주시 미금로 239,", 408호 (다산동, 광장프라자)",12249,,20231018
J10,경기도교육청,남양주시,교습소,3000062771,온디자인컴퓨터교습소,20231127,20231127,개원,        ,        ,0,9,정보,정보,"기초,디지털드로잉OA자격증1",정보,"기초,디지털드로잉OA자격증1:100000, 그래픽자격증,영상편집1:120000, 기초,디지털드로잉OA자격증2:160000, 그래픽자격증,영상편집2:180000, 기초,디지털드로잉,OA자격증2:210000, 그래픽자격증,영상편집3:230000",Y, ,경기도 남양주시 별내3로 326,(별내동) 504호,12097,,20250413
J10,경기도교육청,남양주시,교습소,3000051479,이펀컴퓨터교습소,20220623,20220623,개원,        ,99991231,54,6,정보,정보,초등 기초,정보교과,"초등 기초:120000, 초중고 자격증 1:160000, 초중고 자격증 2:120000, 심화반:150000, 자격증(주4):330000, 컴퓨터실습:50000",Y,N,경기도 남양주시 백봉로 32,", B-1, 304호 일부 (호평동, 두산 알프하임)",12155,null,20250720
J10,경기도교육청,남양주시,교습소,3000018500,탑코더코딩교습소,20130514,20130514,개원,        ,99991231,14,0,정보,정보,,정보교과, ,Y,N,경기도 남양주시 화도읍 비룡로 107,", 4층 일부 (화도읍)",12166,,20231018
